Company,City,County,State,yr built,cases_jul_17,date_first_case,_deaths,date_first_death,num_employees,num_tests,any_closure,flag?,close_date,reopen_date,meat_type,estnumber,line_speed_waiver,Sources,Notes,Link,Link,Link,Link,Link,Link,Link,Link,Link,Link,Link,Link,Link,Link,Link,Link,Link,Link
Hormel Foods,Rochelle,Ogle,Illinois,,"24; 1 of 26 plants affected in state w/ 1,029 total cases, per CDC",4/20/2020,n/a,n/a,more than 800,unclear,Yes,,4/21/2020,5/4/2020,pork,M1992+P18769,,Meat+Poultry,Refusing info,https://www.meatpoultry.com/articles/22970-hormel-foods-closes-two-plants-due-to-covid-19,https://www.fresnobee.com/news/coronavirus/article243972602.html,,,,,,,,,,,,,,,,
Hormel Foods,Alma,Wabaunsee,Kansas,,"1; total of 2,939 positive cases in state, per Kansas Dept of Health and Environment",4/20/2020,n/a,n/a,unclear,unclear,Yes,,4/21/2020,5/8/2020,meat/poultry,M7000+P7000,,"Meat+Poultry, Wichita Eagle",,https://www.meatpoultry.com/articles/22970-hormel-foods-closes-two-plants-due-to-covid-19,https://www.kansas.com/news/coronavirus/article243306751.html,https://www.documentcloud.org/documents/6946542-KansasClusterReport.html,https://www.kansas.com/news/coronavirus/article244190362.html,,,,,,,,,,,,,,
Hormel Foods,Melrose,Stearns,Minnesota,,"26; 1 of 5 Hormel turkey plants w/ a total of 338 total positive cases, per Minneapolis Star Tribune; total of 1,669 positive cases in state, per Minneapolis Star Tribune",4/23/2020,n/a,n/a,unclear,unclear,Yes,,4/24/2020,5/4/2020,turkey,M544+P544,,"Minneapolis Star Tribune, Stearns County press release",,https://www.startribune.com/covid-19-cases-hit-194-at-pilgrim-s-pride-plant/570392152/,https://co.stearns.mn.us/Community/CountyNews/ArtMID/2343/ArticleID/3227/Response-to-Positive-COVID-Tests-at-Two-Food-Processing-Plants,https://www.startribune.com/pilgrim-s-pride-workers-protest-company-s-covid-19-policies/570022352/,https://www.startribune.com/covid-19-cases-hit-194-at-pilgrim-s-pride-plant/570392152/,https://www.startribune.com/more-than-200-at-hormel-quality-pork-processors-test-positive-for-covid-19/571058272/,,,,,,,,,,,,,
Hormel Foods,Wilmar,Kandiyohi,Minnesota,,"104 between 2 Willmar plants; 1 of 5 Hormel turkey plants w/ a total of 338 total positive cases, per Minneapolis Star Tribune; total of 1,669 positive cases in state, per Minneapolis Star Tribune",5/12/2020,n/a,n/a,unclear,unclear,Yes,,4/24/2020,5/4/2020,turkey,M7760+P7760,,Minneapolis Star Tribune,,https://www.startribune.com/covid-19-cases-hit-194-at-pilgrim-s-pride-plant/570392152/,https://www.startribune.com/more-than-200-at-hormel-quality-pork-processors-test-positive-for-covid-19/571058272/,,,,,,,,,,,,,,,,
Hormel Foods,Wilmar,Kandiyohi,Minnesota,,"104 between 2 Willmar plants; 1 of 5 Hormel turkey plants w/ a total of 338 total positive cases, per Minneapolis Star Tribune; total of 1,669 positive cases in state, per Minneapolis Star Tribune",5/12/2020,n/a,n/a,unclear,unclear,Yes,,4/24/2020,5/4/2020,turkey,M18866+P551,,Minneapolis Star Tribune,,https://www.startribune.com/covid-19-cases-hit-194-at-pilgrim-s-pride-plant/570392152/,https://www.startribune.com/more-than-200-at-hormel-quality-pork-processors-test-positive-for-covid-19/571058272/,,,,,,,,,,,,,,,,
Hormel Foods,Austin,Mower,Minnesota,,"about 60; 231 btwn 2 Austin plants, per Star-Tribune; total of 1,669 positive cases, per Minneapolis Star Tribune",4/27/2020,n/a,n/a,more than 1800,unclear,No,,n/a,n/a,pork,M199+P223+V199,,"Minneapolis Star Tribune, Minneapolis/St. Paul Business Journal, KAALTV","These 2 plants operate right next to each other, per Star-Tribune",https://www.startribune.com/coronavirus-hit-meat-plants-just-as-workers-were-being-asked-to-speed-up/570758212/,https://www.bizjournals.com/twincities/news/2020/06/03/hormel-battling-covid-19-cases-austin-qpp.html,https://www.kaaltv.com/coronavirus/how-hormel-foods-austin-plant-operates-amid-covid-19-pandemic/5711928/?cat=10151,https://www.startribune.com/more-than-200-at-hormel-quality-pork-processors-test-positive-for-covid-19/571058272/,https://www.startribune.com/more-than-200-at-hormel-quality-pork-processors-test-positive-for-covid-19/571058272/,,,,,,,,,,,,,
Hormel Foods,unknown,Todd,Minnesota,,"1 of 5 Hormel turkey plants w/ a total of 338 total positive cases, per Minneapolis Star Tribune; total of 1,669 positive cases in state, per Minneapolis Star Tribune",6/5/2020,n/a,n/a,unclear,unclear,No,,n/a,n/a,turkey,,,"Minneapolis Star Tribune, Brainerd Dispatch",,https://www.startribune.com/more-than-200-at-hormel-quality-pork-processors-test-positive-for-covid-19/571058272/,https://www.startribune.com/more-than-200-at-hormel-quality-pork-processors-test-positive-for-covid-19/571058272/,https://www.brainerddispatch.com/newsmd/coronavirus/6524507-State-confirms-Crow-Wing%E2%80%99s-5th-coronavirus-death,,,,,,,,,,,,,,,
Hormel Foods,unknown,Todd,Minnesota,,"1 of 5 Hormel turkey plants w/ a total of 338 total positive cases, per Minneapolis Star Tribune; total of 1,669 positive cases in state, per Minneapolis Star Tribune",6/5/2020,n/a,n/a,unclear,unclear,No,,n/a,n/a,turkey,,,"Minneapolis Star Tribune, Brainerd Dispatch",,https://www.startribune.com/more-than-200-at-hormel-quality-pork-processors-test-positive-for-covid-19/571058272/,https://www.startribune.com/more-than-200-at-hormel-quality-pork-processors-test-positive-for-covid-19/571058272/,https://www.brainerddispatch.com/newsmd/coronavirus/6524507-State-confirms-Crow-Wing%E2%80%99s-5th-coronavirus-death,,,,,,,,,,,,,,,
House of Raeford,Greenville,Greenville,South Carolina,,"""a very small number""; total of 125 in state, per The State; 1 of 16 affected plants in state, per CDC",5/4/2020,n/a,n/a,unclear,unclear,No,,n/a,n/a,poultry,P1309,,The State,,https://www.thestate.com/news/state/south-carolina/article242430426.html,https://www.thestate.com/news/coronavirus/article243904777.html,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,
House of Raeford,West Columbia,Lexington,South Carolina,,"1 of 16 affected plants in state, per CDC; total of 125 in the state, per The State",7/1/2020,n/a,n/a,unclear,unclear,No,,n/a,n/a,poultry,P687,Yes,The State,,https://www.thestate.com/news/coronavirus/article243904777.html,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,
Ida-Beef,Burley,Cassia,Idaho,,"44; total of 72 in the state, per CDC",5/26/2020,n/a,n/a,unclear,unclear,Yes,,unclear,6/1/2020,beef,M45948,,"Idaho Statesman, Centers for Disease Control and Prevention",,https://www.idahostatesman.com/news/coronavirus/article242947076.html,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,https://magicvalley.com/business/agriculture/burley-slaughterhouse-closed-by-covid-19/article_a3419506-c54c-53b4-9c40-2689a660194c.html,,,,,,,,,,,,,,,
Indiana Packers Corp,Delphi,Caroll,Indiana,,301,4/24/2020,n/a,n/a,unclear,unclear,Yes,,4/30/2020,5/8/2020,pork,M17564,,"FOX59, Indianapolis Star",,https://fox59.com/news/indiana-packers-reopens-delphi-meat-processing-plant-friday/,https://www.indystar.com/story/news/environment/2020/04/24/indiana-tyson-plant-other-closures-amid-coronavirus-pandemic-could-create-pork-shortages/3012235001/,https://fox59.com/news/indiana-packers-reopens-delphi-meat-processing-plant-friday/,,,,,,,,,,,,,,,
JBS,Guntersville,Marshall,Alabama,1985,unknown,4/1/2020,n/a,n/a,unclear,unclear,No,,n/a,n/a,poultry,P192,Yes,"Midwest Center reporting, WHNT-19","Anita McBurnett, director of the Marshall County Emergency Management Agency, confirmed to Midwest Center",https://whnt.com/news/pilgrims-pride-says-some-employees-tested-positive-for-covid-19/,,,,,,,,,,,,,,,,,
JBS,Tolleson,Maricopa,Arizona,1974,162,4/28/2020,n/a,n/a,about 1500,unclear,No,,n/a,n/a,beef,M267,,"ABC15 Arizona, Centers for Disease Control and Prevention","CDC reports 1 facility in Arizona, a beef plant, has 162 cases. This JBS beef facility is the only plant in the state publicly known to have an outbreak.",https://www.abc15.com/news/region-west-valley/tolleson/worker-with-covid-19-at-jbs-meat-facility-in-tolleson-speaks-out-amid-coworkers-concerns,https://www.abc15.com/news/region-west-valley/tolleson/jbs-meat-plant-in-tolleson-declines-states-offer-to-help-with-covid-19-testing-for-the-second-time,https://www.abc15.com/news/region-west-valley/tolleson/governor-ducey-responds-to-jbs-meat-plant-in-tolleson-employees-concerns,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,
JBS,DeQueen,Sevier,Arkansas,,"236; total of 3,306 positive cases in state, per Arkansas Dept of Health",5/30/2020,n/a,n/a,unclear,unclear,No,,n/a,n/a,poultry,P705,,"Arkansas Democrat-Gazette, Arkansas Department of Health",state health reports obtained by Heather Schlitz of Midwest Center,https://www.arkansasonline.com/news/2020/may/30/coronavirus-cases-at-meat-plants-rise-d/?news-arkansas-nwa,https://www.documentcloud.org/documents/6939504-Arkansas-Poultry-Covid-Clusters-Summary-6-5-2020.html,https://www.documentcloud.org/documents/6945186-Arkansas-Poultry-COVID-Summary-6-12-2020.html,https://www.documentcloud.org/documents/6982629-Arkansas-Poultry-COVID-Summary-7-6-2020.html,https://www.documentcloud.org/documents/6988953-Arkansas-7-13-20-Poultry-COVID-Summary-FINAL.html,,,,,,,,,,,,,
JBS,Greeley,Weld,Colorado,1973,280,4/10/2020,6,4/13/2020,6000,unclear,Yes,,4/13/2020,4/24/2020,beef,M969+V969,,"JBS press release, Greeley Tribune, CBS4 Denver, Reuters, Denver Post, Colorado Dept of Public Health and Environment","The figures for this plant have been revised down, from 316 positive cases and 8 deaths, to 273 cases and 6 deaths. Media outlets had reported 8 deaths, but the state has only 6 in its accounting. We've decided to use the state's figures.",https://jbssa.com/about/news/2020/04-13/#.XpTX5Zoh3Sw,https://www.greeleytribune.com/news/jbs-to-close-through-april-24-after-being-ordered-to-close-through-wednesday-by-weld-state-health-departments/,https://denver.cbslocal.com/2020/04/23/coronavirus-jbs-greeley-meat-plant/,https://www.greeleytribune.com/news/jbs-to-close-through-april-24-after-being-ordered-to-close-through-wednesday-by-weld-state-health-departments/,https://www.reuters.com/article/us-health-coronavirus-meat-focus/elbow-to-elbow-north-america-meat-plant-workers-fall-ill-walk-off-jobs-idUSKCN21V0WM,https://covid19.colorado.gov/outbreak-data,https://www.denverpost.com/2020/05/18/jbs-greeley-coronavirus-covid-death/,,,,,,,,,,,
JBS,Beardstown,Cass,Illinois,1966,"at least 30; 1 of 26 plants affected in state w/ 1,029 total cases, per CDC",5/6/2020,n/a,n/a,about 2000,unclear,No,,n/a,n/a,pork,M85B,,State Journal-Register,,https://www.sj-r.com/news/20200505/precautions-in-place-after-covid-19-outbreak-at-jbs-pork-plant,,,,,,,,,,,,,,,,,
JBS,Marshalltown,Marshall,Iowa,,34,4/20/2020,1,5/19/2020,2700,unclear,No,,n/a,n/a,pork,M3S+V3S,,"KCRG-TV, Times-Republican, Des Moines Register",,https://www.kcrg.com/content/news/Marshalltown-meatpacking-worker-dies-of-COVID-19-570589831.html,https://www.timesrepublican.com/news/todays-news/2020/05/jbs-worker-dies-his-family-says-of-covid-19/,https://www.desmoinesregister.com/story/news/health/2020/04/20/coronavirus-iowa-live-updates-covid-19-positive-tests-deaths-map-data-graphics-shutdown-reopening/2976623001/,,,,,,,,,,,,,,,
JBS,Louisville,Jefferson,Kentucky,1967,"67; total of 559 positive cases in state, per CDC",4/27/2020,"1; 4 total in state, per CDC",4/27/2020,unclear,unclear,No,,n/a,n/a,pork,M995,,"Ohio Valley Resource, WFPL, WKU FM (NPR affiliate)",,https://ohiovalleyresource.org/2020/04/27/one-worker-dead-more-than-200-infected-as-coronavirus-hits-ky-meatpackers/,https://wfpl.org/as-trump-orders-meatpackers-to-stay-open-health-department-complaints-allege-louisville-plant-failed-to-protect-workers/,https://www.wkyufm.org/post/kentucky-meat-processing-plants-confronting-covid-19,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,https://greaterlouisvillekycoc.weblinkconnect.com/Manufacturing/JBS-USA-LLC-10143,,,,,,,,,,,,,
JBS,Plainwell,Allegan,Michigan,,86,4/20/2020,1,4/28/2020,unclear,unclear,Yes,,4/16/2020,4/17/2020,beef,M562M,,"WHTC-AM/FM, Michigan Live",Just closed for clearning,https://whtc.com/news/articles/2020/apr/28/answers-sought-at-covid-19-stricken-plant-in-plainwell/1011971/,https://www.mlive.com/news/kalamazoo/2020/04/60-coronavirus-cases-1-death-at-plainwell-meat-plant.html,https://whtc.com/news/articles/2020/apr/28/answers-sought-at-covid-19-stricken-plant-in-plainwell/1011971/,https://whtc.com/news/articles/2020/apr/28/answers-sought-at-covid-19-stricken-plant-in-plainwell/1011971/,https://www.mlive.com/news/kalamazoo/2020/04/60-coronavirus-cases-1-death-at-plainwell-meat-plant.html,,,,,,,,,,,,,
JBS,Worthington,Nobles,Minnesota,,"791; total of 1,669 positive cases in state, per Minneapolis Star Tribune",4/16/2020,3,5/6/2020,unclear,unclear,Yes,,4/20/2020,5/6/2020,pork,M3W+V3W,,"JBS press release, Ricardo Lopez of Minnesota Reformer, KARE 11, Minnesota Public Radio, Minneapolis StarTribune, Argus Leader, Twin Cities Pioneer Press",,https://jbssa.com/about/news/2020/04-20/,https://jbssa.com/about/news/2020/04-29/,https://twitter.com/rljourno/status/1250968365948174337,https://minnesotareformer.com/briefs/covid-19-infection-cluster-in-sioux-falls-s-d-draws-contrast-with-minnesota/,Link,https://www.mprnews.org/story/2020/04/18/officials-say-at-least-20-workers-at-sw-minnesota-pork-processing-plant-have-covid19,https://www.startribune.com/covid-19-continues-to-spread-throughout-minnesota-with-17-deaths/569820192/,https://www.argusleader.com/story/news/2020/04/29/workers-test-positive-covid-19-worthington-minnesota-jbs-meatpacking-plant/3050159001/,https://www.startribune.com/covid-19-cases-hit-194-at-pilgrim-s-pride-plant/570392152/,https://www.startribune.com/as-coronavirus-loomed-worthington-pork-plant-refused-to-slow-down/570516612/,https://www.startribune.com/coronavirus-hit-meat-plants-just-as-workers-were-being-asked-to-speed-up/570758212/,https://www.twincities.com/2020/05/06/wednesday-coronavirus-update-30-deaths-with-2-tied-to-meat-processing/,https://www.startribune.com/long-prairie-packing-latest-minnesota-meatpacking-plant-to-have-covid-19-outbreak/570845702/,https://www.startribune.com/more-than-200-at-hormel-quality-pork-processors-test-positive-for-covid-19/571058272/,https://www.startribune.com/pork-producer-will-donate-3-5-million-to-3-minnesota-communities/571699052/,,,
JBS,Cold Spring,Stearns,Minnesota,1978,"256; total of 1,669 positive cases, per Minneapolis Star Tribune",4/23/2020,n/a,n/a,unclear,unclear,No,,n/a,n/a,poultry,M322A+P322,,"Stearns County press release, Minneapolis Star Tribune",,https://co.stearns.mn.us/Community/CountyNews/ArtMID/2343/ArticleID/3227/Response-to-Positive-COVID-Tests-at-Two-Food-Processing-Plants,https://www.startribune.com/pilgrim-s-pride-workers-protest-company-s-covid-19-policies/570022352/,https://www.startribune.com/covid-19-cases-hit-194-at-pilgrim-s-pride-plant/570392152/,https://www.startribune.com/long-prairie-packing-latest-minnesota-meatpacking-plant-to-have-covid-19-outbreak/570845702/,https://www.startribune.com/more-than-200-at-hormel-quality-pork-processors-test-positive-for-covid-19/571058272/,,,,,,,,,,,,,
JBS,Grand Island,Hall,Nebraska,1965,"260; total of 4,596 workers tested positive in state, per Lincoln Journal-Star",4/3/2020,n/a,n/a,unclear,unclear,No,,n/a,n/a,beef,M969G,,"DTN, Omaha World-Herald, Grand Island Independent, ProPublica",,https://www.dtnpf.com/agriculture/web/ag/news/world-policy/article/2020/04/06/two-iowa-plants-suspend-operations,https://www.omaha.com/livewellnebraska/meatpacking-workers-are-considered-essential-but-what-happens-when-they-get-covid-19/article_de9ff9de-92fe-5d1a-8d97-352074324c76.html,https://www.theindependent.com/news/237-coronavirus-cases-now-tied-to-jbs-beef-plant/article_49820822-83ea-11ea-933d-c3c188ac00fc.html,https://www.omaha.com/news/state_and_regional/car-parades-in-grand-island-and-elsewhere-show-solidarity-for-meatpacking-workers/article_7356ca87-113c-5426-a7b6-053737dffc89.html,https://www.omaha.com/news/state_and_regional/meatpacking-workers-account-for-one-in-six-coronavirus-cases-nebraskas-total-cases-top-7-000/article_92b9c056-a8fc-5f8b-84eb-15404939b6ba.html,https://www.propublica.org/article/what-happened-when-health-officials-wanted-to-close-a-meatpacking-plant-but-the-governor-said-no,https://journalstar.com/business/local/nebraska-city-meatpacking-plant-bucks-outbreak-trend/article_4faf324d-fb35-57f6-a5d4-45a39229072b.html,https://journalstar.com/news/state-and-regional/govt-and-politics/ricketts-keeps-coronavirus-options-open-as-he-eyes-other-outbreaks/article_4b4742bc-c0a8-57b7-880b-0d54eada5181.html,,,,,,,,,,
JBS,Siler City,Chatham,North Carolina,,"at least 1; 1 of 28 plants w/ total of 2,772 positive tests in state, per The Guardian",5/13/2020,1,5/13/2020,unclear,unclear,No,,n/a,n/a,poultry,P1201,Yes,"Que Pasa Raleigh/Durham, The Guardian",Que Pasa reported he died 5/1,https://raleigh.quepasanoticias.com/noticias/carolina-del-norte/muere-por-covid-19-trabajador-hispano-de-pollera-pilgrims-pride,https://www.bladenjournal.com/news/32615/coronavirus-north-carolina-meat-processing-plants-at-least-28-have-more-than-2700-cases,https://www.theguardian.com/environment/2020/jul/01/revealed-covid-19-outbreaks-meat-processing-plants-north-carolina,,,,,,,,,,,,,,,
JBS,Souderton,Montgomery,Pennsylvania,1964,"119; 1 of 30 affected plants w/ total of 1,169 positives in state, per CDC",4/13/2020,"2; 8 total in state, per CDC",4/13/2020,1200,unclear,Yes,,4/2/2020,4/20/2020,beef,M1311,,"CNN, Philadelphia Inquirer, New York Times op-ed from worker, NBC10 Philadelphia",,https://www.cnn.com/2020/04/08/business/meat-plant-closures-coronavirus/index.html,https://www.inquirer.com/jobs/labor/souderton-jbs-hazelton-cargil-meat-packing-workers-safety-osha-coronavirus-20200413.html,https://www.nytimes.com/2020/04/29/opinion/coronavirus-worker-deaths.html,https://www.nbcphiladelphia.com/news/coronavirus/meat-plant-workers-and-your-dinner-at-risk-in-coronavirus-pandemic/2378482/,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,
JBS,Sumter,Sumter,South Carolina,,"1 of 16 affected plants in state, per CDC; total of 125 in the state, per The State",7/1/2020,n/a,n/a,unclear,unclear,No,,n/a,n/a,poultry,M17980 +P17980,,The State,"13 total JBS employees, per The State",https://www.thestate.com/news/coronavirus/article243904777.html,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,
JBS,Chattanooga,Hamilton,Tennessee,1970,"6; 1 of 7 affected plants in state w/ total of 640 positive cases, per CDC",5/11/2020,n/a,n/a,about 1200 at 2 facilities,unclear,No,,n/a,n/a,poultry,P1353,,"NewsChannel9, Chattanooga Times Free Press, Centers for Disease Control and Prevention",Hamilton County,https://newschannel9.com/news/local/health-department-confirms-positive-covid-19-case-at-pilgrims-pride-plant-in-chattanooga,https://www.timesfreepress.com/news/local/story/2020/may/11/worker-pilgrims-pride-poultry-plant-tests-positive-covid-19/522699/,https://newschannel9.com/news/local/health-department-total-of-26-covid-19-cases-at-two-chattanooga-chicken-plants,https://www.timesfreepress.com/news/local/story/2020/may/27/poultry-plants-test-workers-implement-more-sa/523944/,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,
JBS,Cactus,Moore,Texas,1973,323,4/21/2020,1,5/2/2020,3000,unclear,No,,n/a,n/a,beef,M3D,,Texas Tribune,,https://www.texastribune.org/2020/05/02/amarillo-coronavirus-meatpacking/,https://www.texastribune.org/2020/04/21/texas-investigating-meat-processing-plants-over-coronavirus-outbreaks/,https://www.texastribune.org/2020/04/27/meatpacking-texas-coronavirus-panhandle/?utm_campaign=trib-social&utm_content=1587928447&utm_medium=social&utm_source=twitter,https://www.texastribune.org/2020/05/05/texas-coronavirus-panhandle-meatpacking/,https://www.texastribune.org/2020/05/13/texas-jbs-meatpacking-plant-rejects-state-efforts-coronavirus-test/,,,,,,,,,,,,,
